movieId,bias,vector,title
3573,-0.0404863034233782,"0.737474287899601,-0.713057918240588,0.0845993918578398,-0.0248364076661649,-0.939365652014157,0.258959042514306,-0.0147979766717089,0.0380297704296773,0.19000555491389,0.598865586730652",Emma
10545,-0.0308881031598589,"0.67598498167947,-0.623974896139174,-0.0701032435093602,-0.352873293476864,-0.737552350530146,0.323299645609266,0.121235172925279,-0.0446054691407529,0.27823184777457,0.196589388131208",The Hunchback of Notre Dame
9716,-0.0499441241687958,"1.00209764691079,-0.233386581690593,0.135648168993969,-0.186178430230453,-0.751706031162151,0.00967979840194842,-0.376809462941971,-0.116939084518947,-0.0574950736691601,0.20132980411037",Everyone Says I Love You
8818,0.0690549134092143,"0.61715532970651,-0.522205910797213,0.0953624723741423,-0.33759239703029,-0.580788971893148,-0.0293834973458281,-0.217441191409271,0.0941802486006669,0.109332326369988,0.564991947361644",Evita
9100,0.0701717623601409,"0.67178190223832,-0.601663747059277,0.057191340317235,-0.714929870686658,-0.341241547714921,0.0570460475700966,-0.0807388588739523,0.212982003340482,0.128665063911954,0.468444116419867",The Craft
2925,-0.0907335268067946,"0.598231175281424,-0.601206148050786,-0.0891428203773073,-0.469216018366757,-0.775604786117118,0.171270251895455,-0.0938584220072504,0.284721996622696,0.313704401641047,0.526975223187852",The First Wives Club
3597,-0.00598099496271255,"0.373748698340131,-0.502106368245335,-0.0163480038634761,-0.21536800517716,0.0716391254575888,-0.381772591716747,-0.231711698591306,0.387518148906569,0.276578466768243,0.820681389229884",I Know What You Did Last Summer
4477,-0.256262140967756,"0.83894858918489,-0.490306236583833,0.0640222552113948,-0.501831445946986,-0.311617515476977,-0.237497255077563,-0.245486626326414,0.271222617327267,0.0587795234126466,0.507481178609722",The Devil's Own
3050,-0.26395198356868,"0.299702200732735,-0.567013818715795,0.0280086059977056,0.0835101189189197,-0.118171450543312,-0.268527267688899,-0.123271526464519,0.363531025435757,0.146514667490145,0.912500477664095",Doctor Dolittle
612,-0.187648642222495,"-0.247006266742789,0.585248901933163,0.19530756303358,0.352183602236756,0.305381550073228,-0.33380790146129,0.0345763115412384,-0.240120210104271,-0.154019225702151,-0.129035073969365",Munich
13785,-0.324238303851781,"0.142937115768133,-0.219056397010879,0.345047954129629,0.288680518915089,0.115400485751366,-0.0687917783702084,-0.373779696445929,0.441945012423867,-0.521735950495503,0.455909080598856",Best in Show
20352,-0.13902838064669,"-0.879568865229162,0.191997083285038,-0.29195976064468,-0.0822567903406241,-0.114478788802349,0.770241696008802,0.448300769775185,0.0651624143401613,0.41915594674495,-0.350451659393634",Despicable Me
8871,0.0746067157899906,"-0.187791209765772,-0.450714229122417,-0.126594414470848,0.45869099736197,-0.0717785723285463,-0.103536813485921,-0.00962515931518187,0.463025169471623,0.1241063922807,0.796281148701945",How the Grinch Stole Christmas
9909,0.161470086591518,"0.896363702618257,-0.54375373580227,-0.0241566360702071,-0.435146100905549,-0.552660373773776,0.214948081645689,0.137047410093886,-0.0101246186663284,0.331702854657234,0.275741608632851",Dangerous Minds
15789,-0.007095438862255359,"0.287590695372081,-0.415266666611514,-0.221450495459426,-0.389594792294343,-0.246537308324965,0.279763664466736,-0.126683591291736,0.276593196768091,0.249570504429464,0.601499294928847",A Goofy Movie
242582,-0.327233295024232,"-0.559830115225606,0.81263936946431,0.209165911322486,-0.468435648583428,0.0132189971290203,0.41228502947439,0.273144346682595,-0.357122292915751,-0.0881046441596918,-0.53001404262918",Nightcrawler
81188,-0.29289264797517,"-0.911844814892383,0.36116252115208,-0.433587994559113,-0.158313904454975,0.235947800675806,0.585951375884853,0.129489392767841,0.158688750097795,0.445962772851931,0.203047307588763",Rise of the Guardians
2832,-0.0738968552044912,"-0.264269782956878,0.129195933842984,0.0217604591130291,0.344304685235294,0.531882075938524,-0.435577836069485,0.0909619511523417,0.0631429142588018,-0.115326415777634,0.100842885133213",Identity
14160,-0.151476338996954,"-0.904772389491187,0.381839701445436,-0.0298667931159892,-0.107481049135994,0.108333826287037,0.417696187227636,0.437765971825942,-0.334639800707242,0.0166559745250453,-0.395560900259099",Up
2757,-0.610231988425416,"-0.0444792032325187,0.145282104321141,0.472008109590029,0.254451634083073,0.142279657073332,-0.101954657246281,-0.4141264103087,0.0651284132425395,-0.508776089850075,0.309507075636126",Adaptation.
184,-0.570696463412629,"0.138195066109315,0.0518022285859838,0.472295705389877,-0.0100278827406559,0.0608960221261096,-0.17447335349752,-0.469393851409601,-0.0802026765124341,-0.35029260462176,0.243451572428641",Jackie Brown
462,-0.403974440816908,"0.268333930172935,-0.447365158228204,-0.17950920061888,0.219403247127928,0.103276532996924,-0.0707118012116698,-0.118427849124091,0.695748801589642,-0.172005357026833,0.319149472553694",Erin Brockovich
8839,0.104264331818909,"0.789506120331805,-0.781896155394935,-0.195540600170922,-0.378056596963205,-0.641560405211868,0.392376209373654,0.0988563048459061,0.199853622762772,0.380352880534353,0.302385521925875",Casper
84892,-0.151409516978854,"-0.823379961252845,0.578206303178385,-0.168623353390256,-0.123684415629184,-0.235593288029798,0.780325486669928,0.457804923666115,0.00376972979706335,0.211947546521517,-0.118699483944609",The Perks of Being a Wallflower
205596,-0.37937096687924,"-0.741434986666043,0.498867450812118,0.117710054868634,-0.293376461064876,-0.105870817347605,0.436239615055542,0.477135744360144,-0.433200905409329,0.0711213749153455,-0.273609337243532",The Imitation Game
293660,-0.118608471038731,"-0.923682340316126,0.394028397110231,-0.139091574445101,-0.347401247433315,-0.0229041390120466,0.724553814366578,0.603323073374309,-0.173939894423759,0.208236305289402,-0.602943082967903",Deadpool
37724,-0.18933296540228303,"-0.76081170268027,0.47455471753024,-0.0855550045999449,-0.171162292300467,0.0549633309466824,0.403653942285973,0.497489198174711,-0.12172020239343,0.275576679400534,-0.554769332160534",Skyfall
9008,0.0696554990585872,"0.461123501512425,0.0444603411099311,0.424550724740464,0.156271059298063,-0.0322348117375887,-0.521386661645193,-0.527072089910229,0.0903354181447869,-0.429834120468536,0.374292924833044",The Insider
561,-0.19589978236846697,"-0.713791018494705,0.0657850635582801,-0.253980161509213,0.180762433434689,0.568197497315047,0.113580088563479,0.249067129564102,0.200869003682101,0.0599118945796106,-0.131215304641797",Constantine
1715,-0.0434781501754928,"0.376677882305397,-0.199674603355719,0.230379027785383,0.372823801387659,-0.172036068710713,-0.231012456342869,-0.408878806689668,0.100291199259946,-0.160625595905752,0.513798886787753",The Cider House Rules
455,0.13093550283110303,"-0.14770563630609,-0.12481213468509,-0.302779116719587,0.834710129550942,-0.163286545236029,0.0657052945769869,-0.112605511818303,0.21603956643052,0.171358791183786,0.445733404374144",Bend It Like Beckham
69,-0.035752867562242004,"-0.482620211751398,0.557112516124076,0.00363226476435254,0.453352181284541,0.125728258516901,-0.10683722334929,0.117972751542874,-0.00633916881024867,0.0370225020167217,0.155236446041406",Walk the Line
8413,-0.14929934918617002,"0.111014015557853,-0.350737342827467,0.0308451082428609,-0.346759342509638,0.532773822386895,-0.373923465439295,-0.176758947420684,0.253453215447154,-0.141379255984907,-0.188505336634351",Event Horizon
46992,-0.228699441083281,"0.9729056504031,-0.231751754564438,0.269515660133102,0.150229030069687,-0.502315603093448,-0.196923882053869,-0.245368188461305,-0.184208522753998,-0.216290416224891,0.213989669883075",Hilary and Jackie
470,-0.142503628229215,"-0.201806432685201,0.584442663100803,0.412171858577629,0.332338349943733,0.192234252747577,-0.292641053319588,-0.151140212527584,-0.374648539488403,-0.286837598529584,0.0136465193015695",21 Grams
1599,0.0036587448510854203,"-0.203187632789019,0.605278153687428,0.263602800947768,0.334841485121914,-0.0436198901340191,-0.140674150936887,-0.0158333843306148,-0.567922370584119,-0.328839297527682,-0.176901751343718",I Heart Huckabees
2069,0.0179961313254838,"0.0216306133806578,-0.549331590516037,-0.0530593270904224,0.215839255774988,0.242136124952393,-0.249192243550372,-0.116311845062479,0.438208691333543,-0.0760751925419515,0.423231391740082",The Whole Nine Yards
22230,-0.0351810408949639,"0.2179862343864,0.217166193198885,0.103014473988688,0.484422183772992,0.00632359956862983,0.0173500820648768,0.382843017044665,-0.0684638059683067,-0.171846599141956,0.167684407530902",Happy Accidents
11194,-0.0979622098845887,"0.0215343844578528,0.464106956857679,0.351631554781405,0.422455731981071,0.00333645950383681,-0.183075684350152,-0.0464728439726056,-0.440540185701103,-0.198336425016567,-0.287537130467727",Touching the Void
9103,-0.0575857827406331,"0.898035512073975,-0.504562615574775,-0.292907395305464,-1.07230809253217,-0.339242445397529,0.0997831906716691,-0.615830349860256,0.239482952394252,0.180378140883159,0.45252922780883",The Quest
227156,-0.316120241770143,"-0.826794819055119,0.670850188978679,-0.263817755074765,-0.271642997249082,0.222689064070186,0.3660520825107,0.0948371346449292,0.124702495147191,0.372764715311556,0.261847758087363",The Giver
564,-0.35859731431694797,"0.316042705132773,-0.346945606815258,-0.414108893098582,-0.1574929643476,0.155406859122352,-0.165248600833023,-0.0769581022878205,0.443951550645,0.230033039596223,-0.200186313929683",The Mummy
2657,-0.5534598324239169,"0.305999826513153,-0.432617921334119,0.0124307685455496,0.122360544697818,0.0175687204568929,-0.0228114662749306,-0.31309109990213,0.35980957987209,-0.182110232283481,0.250402692083621",Pleasantville
187,-0.13593788896118597,"-0.462787221863951,0.620138188800679,0.319781157812216,0.37961521647402,0.412938047535888,-0.263101783113024,-0.350035116389048,-0.0979316675712746,-0.188411003768598,-0.21076811408135",Sin City
3291,0.0378812800879046,"-0.0375822055419546,0.583176628762211,0.384479817723991,0.455839138491823,-0.0848507999135631,-0.24197405636148,-0.0813445145782437,-0.519096638394714,-0.12894230937309,-0.139985320059089","Good Night, and Good Luck."
398,0.0141319416023528,"0.0209140237830877,0.60094909115087,0.353631251793011,0.469675381628863,-0.21404168770002,-0.170237823543233,-0.0367542924546067,-0.514224028314839,-0.188763293139116,-0.030560000812269",Capote
142,-0.11692646301774301,"-0.401057585083578,0.491999641044693,0.19924502804399,0.471578897363115,-0.0936923134983954,0.0128947520744197,-0.0116640884742294,-0.0977987605651823,-0.139372417218695,0.258098748780557",Brokeback Mountain
27581,-0.288563686695702,"-0.615192676336252,0.543569704590414,-0.114798424650601,-0.2310667285942,0.247707428242016,0.385549311090218,0.376838744702877,0.214953937301204,0.220772053764504,-0.055629924646528",The Other Guys
1771,-0.205140274096397,"-0.793206915147381,0.116358365167711,-0.340790789567449,-0.141913214818693,0.0900674992655823,0.606293394997168,0.396695204731904,0.147758356854759,0.282335535776319,-0.341535791398066",Captain America: The First Avenger
59967,-0.185630342243561,"-0.721338368166475,0.541403923318287,0.0445443393933182,-0.364628281092485,0.132789384558864,0.351490653820743,0.353616911618731,-0.184562052405075,0.097969490088751,-0.543622046906695",Looper
1948,-0.312751806063206,"-0.647776200646987,0.289873592271147,-0.00613772258631836,-0.107690174677716,0.485584005884389,-0.112595821150896,0.333807999060709,0.143250737161338,0.0845720945753785,-0.173932809702068",Crank
1579,0.00220525974126955,"-0.471738441818035,0.397100928658122,0.0229054647411025,0.118358658950501,0.448131706081775,-0.129742107084692,0.332135956058625,0.126396282079655,0.0588023410336925,-0.242957127312984",Apocalypto
4638,-0.541677155938185,"-0.543293746863475,0.363330822609093,0.191481851750587,-0.00370752929288074,0.184311641715435,0.167111090820709,0.0834483730675707,-0.320508817602248,-0.016001518508996,-0.158515807175195",Hot Fuzz
119450,-0.34006564857217797,"-0.692799684236523,0.474414251118015,-0.0654577121605813,-0.340209577631311,0.22461157791577,0.361922588427002,0.173853673480897,0.19492503181495,0.0106552202155778,-0.390309041210892",Dawn of the Planet of the Apes
9342,-0.114614719480182,"0.487783849219733,-0.721271121141606,-0.41048243611859,-0.00450901926189807,0.0149914834103919,-0.0858576486785947,-0.136523689339642,0.469707454032179,0.247727103266793,0.133642248572321",The Mask of Zorro
36647,0.0155857467670038,"0.266868477771379,-0.537506123655576,-0.286592280056609,-0.168652608137123,0.537698626511277,-0.324405549606614,-0.276001701858017,0.386114940386738,0.00429929689297786,-0.0653218947121378",Blade
9772,-0.172583106116383,"0.692978174222389,-0.718950534210124,-0.343648109891347,-0.219996709804441,-0.0632510191449614,-0.220691027713939,-0.0372534226293675,0.283750561755207,0.189338649791796,0.13194655305992",Air Force One
496,0.006950729250616371,"-0.455325725550451,0.618470726860592,0.193299207242339,0.20836524677919,0.39844571444087,-0.187756509475525,-0.013131569388826,-0.0401474834107434,-0.215433824723581,-0.0337989481619339",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
70981,-0.22986961621474802,"-0.725437165690775,0.362446644083642,-0.0277959033595821,-0.368284687248219,0.26795266681829,0.368511202876151,0.214699276027424,0.0698241182500394,-0.0104699670007296,-0.488614537520854",Prometheus
88005,-0.22319253948780898,"-0.615702664734832,0.614971704743824,-0.151253960268636,-0.217259343860832,0.21359022505895,0.49736952016316,0.196990378965925,-0.0821421010191957,0.242509657214885,-0.189982204493737",Seeking a Friend for the End of the World
1635,-0.10531765833810901,"-0.655924157679678,0.114345734641228,-0.211853454472516,0.181303280498868,0.449109354398745,0.0385516248780771,0.301280660094624,0.316085481490876,0.134655357336809,-0.0420987394846199",The Island
296,-0.154379935387785,"-0.296270779276625,-0.202929389428769,-0.320528208841736,0.246977060610256,0.570999123130363,-0.243778771164805,0.0170525469695869,0.353326247176232,-0.0228509372463456,-0.0720242105759756",Terminator 3: Rise of the Machines
13335,-0.13482231284378401,"-0.705652014856196,0.458565823723804,-0.0779349325698205,-0.10197032907309,0.170812489043747,0.058689711597871,0.328793155512538,0.132380564530177,0.33038679923617,0.00160408590488084",Harold & Kumar Escape from Guantanamo Bay
38757,-0.221497565616612,"-0.805334440947244,0.129214841223196,-0.343977220944365,0.0513096290465596,-0.211924274593471,0.740584689019438,0.381242194566671,0.123740243090415,0.385227680008948,-0.273409704408799",Tangled
411,-0.158409362535817,"-0.580830148596391,-0.106079299640224,-0.589389154040298,0.471286911729157,0.123130263818699,0.286439066742503,0.223465422692821,0.301713848072185,0.402153535667609,-0.193295622997219","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
4922,-0.15615339235251802,"-0.728183419843056,0.465061202116233,-0.110055830335606,0.00580490297700215,0.0923840169905749,0.329280449621585,0.380936562672147,0.0109911545134293,0.182222901606034,-0.126383070734241",The Curious Case of Benjamin Button
36643,-0.0317050349475753,"0.344888526576997,-0.568268235877114,-0.144856915913857,-0.058315115147763,0.291155140408858,-0.401156305579945,-0.158491499303094,0.38982777004665,0.043288463494791,0.150711953531268",The World Is Not Enough
1640,-0.37539916574558,"-0.303347557278363,0.435570074033406,0.245865070643483,0.369482438864294,0.238398531541428,-0.183863817809602,-0.0792115765360415,0.0483770608052102,-0.100553570342227,0.0802537946372944",Crash
76338,-0.35784056672775894,"-0.906413188090934,0.2141570921553,-0.24923681898053,-0.218642550418427,0.225689234634291,0.462981822752518,0.170514029092784,0.286766673275816,0.243268411110615,-0.077298560286972",Thor: The Dark World
2086,-0.12719295880884,"0.845602100280116,-0.607369257080408,-0.0407065969054919,-0.490133347780649,-0.196928566028642,-0.00916928686778965,-0.252623665464741,0.170782830861984,0.0137720403695161,0.321842531784718",Nick of Time
4108,-0.158688396331293,"-0.629195388088763,0.0780069993370935,-0.16702940309612,0.0664128286560117,0.529939581892371,-0.0342583273194041,0.335027580268997,0.416927002297068,0.131672387329529,0.0184765258380441",The Transporter
4141,-0.259899880304937,"-0.588564162000194,0.360378164883803,0.176274101573078,-0.0248261170436483,0.377791251585176,-0.11155395786129,0.145040648490018,-0.00917082334740406,0.102665215437083,-0.175354031152286",Shoot 'Em Up
10490,0.00806473230407349,"0.586652127304434,-0.408363730716872,0.112912682249966,0.18756595000112,-0.242138955149127,-0.327545394197129,-0.127439503532376,0.00792196387199432,-0.0312585741011982,0.644536337279801",Drop Dead Gorgeous
376867,-0.118489846123311,"-0.47871563409597,0.796118451533189,-0.154068459829296,-0.324086814053913,0.153664277934305,0.741389849839477,-0.0112691108497732,-0.109353071474236,-0.165000036672174,-0.661752318301006",Moonlight
10029,-0.17309136217689,"0.5880284173545,-0.289383291559768,0.295008709939653,-0.112459526174482,-0.0703523174376131,-0.417898685301875,-0.22900307613977,0.0567036401416032,-0.149066263636887,0.0482544381855887",Very Bad Things
23128,-0.12081437584663698,"-0.377605910022236,0.593702499471678,0.131674893481314,0.162895769570942,0.137883708267345,0.197053568010343,0.200160249841217,-0.179266189389605,-0.130780486242785,-0.494888999759356",The Cove
4169,-0.185206443020851,"-0.243207758020294,0.278641541666468,0.0913938001775103,0.399874416009707,0.111964262553788,-0.0793254961596557,0.235213819222141,-0.0726099374381531,-0.0103633366932556,0.0108519883165679",Breach
8374,-0.348574432895934,"-0.155912064934212,0.386162875238737,0.0347235250085778,0.19116250503317,0.392627663247196,-0.31403634333911,-0.211700193186595,0.0342864365837427,0.0480627862178284,-0.171737610711025",The Boondock Saints
12445,-0.370962603394882,"-0.553757199025699,0.171838962414779,-0.455568722251968,-0.0775171636269649,-0.0727780243113582,0.478716855564399,0.580735078014321,-0.185732010142922,0.304727831637095,-0.495651834269597",Harry Potter and the Deathly Hallows: Part 2
8649,-0.094523011096089,"0.772964297316189,-0.0747289484239492,0.333084575954307,0.0165219046255215,-0.028880467241149,-0.47155486054959,-0.285063284385731,-0.223103552150697,-0.383242970173746,0.0853930667371747",Bringing Out the Dead
8843,0.00753720159685551,"0.14085474327382,-0.149472540129167,0.0546257800044348,0.161299915450647,0.311978019269405,-0.403532952801052,-0.212823153046577,0.104602548371697,-0.266957277831666,0.328851701384719",The Cell
12524,-0.0744137033505652,"0.81164610235714,-0.239984986569225,0.244747573664793,0.251964177665536,-0.0806138801534509,-0.362793993495361,-0.26203669954558,-0.257512937849271,-0.237595577192859,-0.0251794777327479",Titus
2667,0.0151183410659685,"0.355710900712273,-0.279558357262475,0.188550017750642,0.00341708554848072,0.282490990715726,-0.256639440748974,-0.533671126931121,0.324832129320062,-0.508153487773941,0.348497805558971",The Blair Witch Project
345,0.00817352890170637,"0.135817226177099,0.0598562653967819,0.599657694778601,0.0416935919843735,0.1138693033195,-0.271923040955529,-0.54171553495451,0.0921348175432173,-0.608131530629442,0.390516380860495",Eyes Wide Shut
544,-0.22055814175602,"0.440780790425464,-0.357346910252174,0.129888099472344,-0.0150311147857788,0.194611773712957,-0.298425722865494,-0.32431382796892,0.551581826019589,-0.231037320066142,0.231838869070777",There's Something About Mary
59,-0.277407828908424,"-0.150597053984499,0.55644345172535,0.289208512917128,0.122403980668373,0.191555826517243,-0.26036120983649,0.0656516507628664,-0.371150640054954,-0.142669060333228,-0.246301063245954",A History of Violence
9032,0.0198736626048123,"0.127852158752953,-0.734928107551219,-0.1863314272555,0.0704418760437902,0.056425702229279,-0.0632782355089349,-0.0504967333293635,0.672538952857617,-0.0245378495812316,0.743593695734515",Big Daddy
8193,0.0297898943084441,"-0.345693874295875,0.410766218952132,0.0914299665021085,0.469728205638604,0.159279423421764,-0.106471327121152,0.00981023497438431,-0.0959311468711204,-0.188577665485121,0.208248400137527",Napoleon Dynamite
16,0.29021003044381394,"0.237043006050431,0.538227358663748,0.364114838185289,0.251674226358625,-0.104043578446744,-0.267223589167606,-0.382263275715881,-0.475071406885978,-0.368023274243744,0.0563344442148049",Dancer in the Dark
1584,-0.0803246837375633,"-0.404321573223842,0.108901688942861,-0.133973296812499,0.585138394318094,0.120803809044121,0.0535514460093891,-0.0642178433591366,0.191554913429455,-0.0189473126745342,0.120801545079157",School of Rock
11860,-0.15548081986469597,"0.96871319863822,-0.764835257041583,-0.0179587485959445,-0.493767008582155,-0.88694738658912,0.18896802177949,0.229723580411087,-0.132631505145409,0.437052089355397,0.329942614488625",Sabrina
9481,-0.19065286894144898,"-0.000154992706019394,-0.454456258875122,-0.0397889571378691,0.206461414992999,0.198217953366716,-0.316202713444097,-0.0311457812688352,0.3598651017109,-0.0400340337573642,0.629246265621103",The Bone Collector
50544,-0.19583283731043202,"-0.802609179526812,0.570530162318542,-0.393748974812729,-0.0826736505893582,0.109815913755488,0.551668628801659,0.410479739559651,0.328960608036256,0.51056143652163,0.547262194443017",Friends with Benefits
10539,0.0820809258838962,"0.680226935582196,-0.552886752816619,0.0991590479932783,-0.318025634728974,-0.673536542723564,0.0723949411622588,-0.166698244471172,-0.123122986405474,0.158147877116076,0.224378386765687",James and the Giant Peach
264644,-0.12274377037292501,"-0.701088386612895,0.650141800572803,-0.172638736796383,-0.169483700412889,-0.0367548407935752,0.778259555691901,0.282736152080447,-0.0911831917832393,0.163240703974749,-0.430570455501665",Room
10074,-0.126987776158274,"-0.45633703557221,0.615461496451725,-0.0409162998564239,-0.147283933252506,0.271528949365694,0.208469659431939,0.138947070623793,-0.000343275204144714,0.0071512721800891,-0.100595215053115",Hot Rod
11232,-0.0848802391415682,"-0.231277012802312,-0.209973503121705,-0.340000488640712,0.51772335865065,-0.125967693622099,-0.0840851385780916,0.312505461772112,0.335521855762253,0.355617432107076,0.866733121143708",Kate & Leopold
9767,-0.282935424659356,"-0.395633330750261,0.434243417654493,-0.217631456958815,0.150424414603087,0.200033054237762,-0.0886280542610425,0.442813944029718,0.27442252476863,0.367204667080108,0.609185461715907",The Break-Up
16448,-0.0066473584109591,"0.56114689586933,0.0155559264814542,0.460700154967164,0.141811181115057,-0.421612990882533,-0.134173847548693,-0.523039733518051,-0.251954211121239,-0.476412980325573,0.487944199852964",Waiting for Guffman
8078,0.0484400227133308,"0.307251454159799,-0.530442607979427,-0.140611538586734,-0.192022657108885,0.482162610075144,-0.260447768104757,-0.251501302147541,0.293609716520237,-0.182346514261085,0.00529246247757338",Alien: Resurrection
8656,-0.0650133417213123,"0.578509872945395,-0.696268857475574,-0.236838583326574,-0.23489334146871,0.191039487287583,-0.286368167822434,-0.142650523333101,0.389052758889954,0.106071880646231,0.11878032994563",Deep Impact
2666,-0.4448230183253571,"0.164990803656767,-0.0582200335679409,0.248235881050263,0.0222703181879338,0.152518291502688,-0.303245118055119,-0.593154153523093,0.102297631566201,-0.267506896818701,-0.00495402800541787",Dark City
9090,-0.0184139465390132,"0.911084792055954,-0.545421357585165,0.00838909830988009,-0.41541047180853,-0.655612755874555,0.214195924743443,-0.198704004589857,0.058008045362823,0.0248361546646887,0.413133613257877","To Wong Foo, Thanks for Everything! Julie Newmar"
200,0.0779111574671501,"0.444277587438877,-0.791056546087815,-0.360388296757489,-0.167163460179047,0.217891417190483,-0.288689336338742,-0.234349425241808,0.309803952760846,-0.00705966708554637,-0.104989893655721",Star Trek: Insurrection
14784,-0.171500753254652,"-0.487348570005806,0.629094356766827,0.0617789211995243,-0.0669005528162895,0.000579490241464371,0.377737315221272,0.185954181483997,-0.294700818657888,-0.182081319713299,-0.458310376943017",The Fall
10217,0.0988163377147495,"1.20834717819005,-0.0367523116212436,0.473167911460481,-0.137548767763815,-0.688005862377719,-0.261094868277606,-0.482104176955824,-0.456517061691932,-0.300370285722218,0.392965896952812",The Sweet Hereafter
5994,0.0210750309176302,"-0.0543570347726153,-0.353434564826038,-0.112576831860921,0.46171776280044,0.0190289681726998,-0.210571257072367,0.0199335690214669,0.505363582870465,0.233577937650438,0.750379600208279",The Family Man
11431,-0.0662155228853742,"-0.235242928574734,0.0875276402743882,-0.12552955584571,0.487201657137764,-0.0384171941064512,-0.079577964280976,0.407366801106015,0.228317476550518,0.256494656692887,0.934553848482904",Fever Pitch
7095,0.0316896574343463,"0.740866343914632,-0.639247674795034,-0.0946545941645927,-0.693069991337953,-0.560599596265803,0.0991316932627819,-0.256764833340163,0.284756023048373,0.38019117520596,0.512987065870249",Jack
9833,0.0469239109611578,"-0.83093211887179,0.193807719962498,-0.249063020573856,0.520372901679154,-0.0410574506659095,0.130103227962714,0.355556701079706,0.18038303575076,0.263406008448251,0.539423940770501",The Phantom of the Opera
334,-0.302467567477238,"0.0295017631088484,-0.0100376496332747,0.585286390006347,0.110060289762537,0.152737006538841,-0.148652350492157,-0.508578019328085,0.261462165764869,-0.589376408926375,0.370319560104312",Magnolia
2655,-0.11097652994312801,"0.137118605265081,-0.409891702585258,-0.015536515242737,0.316054000837121,0.0474209817088255,-0.389629894250116,-0.111746448251943,0.412586619970885,-0.0523241726650656,0.762950734236951",What Lies Beneath
1359,-0.0438362770405746,"-0.287548485650624,0.397184385867767,0.349246472847952,-0.090616953148391,0.402297739666084,-0.190497414333352,-0.195613086003959,-0.0749845509569693,-0.467495807746644,0.148597633101422",American Psycho
1574,0.123620447499794,"-0.148493256638453,-0.0845363022779515,-0.178861927179916,0.72174600752712,0.0212285682516908,0.00437850469078555,-0.308531994080485,0.302343549241398,-0.10349939252116,0.355577396430627",Chicago
1164,-0.0934573265448849,"-0.38985384044665,0.839342275922657,0.221390382296569,0.199717045617076,0.0513582341459161,-0.0336355989116782,0.13255982675172,-0.362798020547514,0.00804693483034975,-0.189167037288327",Babel
1491,-0.102260659329099,"-0.713819756394059,0.485671200276369,-0.125248275044492,0.271256548930552,0.250111726663616,0.137907990862885,0.254292192140447,-0.00848200699400736,0.180653827636941,-0.213953193510646",The Illusionist
5915,-0.0292650132822676,"-0.721234632072667,0.782004729823694,0.283887468037101,0.0885900402360557,-0.020319141706039,0.138129023666901,0.204037430234879,-0.201292475716036,-0.129920512188626,-0.0442837774065766",Into the Wild
4771,-0.21636650019964396,"-0.386733013869882,0.667095327472138,0.136250298857547,0.105374054208065,0.149256461481938,-0.113028092129026,0.244036686616749,-0.210085152184407,-0.020024758826609,-0.342457603306498",Gone Baby Gone
8848,-0.250988546645665,"-0.530688271168284,0.351728721423934,0.0332658855146509,0.152241735919382,0.265115256405002,-0.0660078301746263,0.367211046755211,0.106105026138506,0.139517446063333,-0.0959221784691474",The Bank Job
10279,-0.0845511085488887,"0.774552279262384,-0.374143436503699,0.442280269986764,0.011824473943887,-0.194251723239705,-0.367635242461562,-0.245080210113681,-0.0302550251502513,-0.0999635699781304,0.274475204286828",Summer of Sam
9388,0.00488108527854692,"-0.585357207349273,0.668404392073377,0.222781905527862,0.265978978868794,0.37057843306898,-0.132022606212675,-0.0514935767441458,-0.188822456099803,-0.115259629286487,-0.101808759133378",Thank You for Smoking
1992,-0.148076818504367,"-0.467046249644436,0.513169034480548,0.156813429127459,-0.116867006101965,0.376707941790566,-0.0459504173006301,0.154576104409408,-0.111286216536928,-0.152587728149285,-0.467971930496348",Planet Terror
4982,-0.129957090393522,"-0.473966129132305,0.633607620635343,0.176939774447656,0.0105196049731684,0.473180536721586,-0.356799217550119,0.260076724391043,-0.0872590726904188,-0.024531210117258,-0.209107022807003",American Gangster
59440,-0.167428300070135,"-0.644677859534783,0.595182205823697,-0.0188491210145395,-0.167547409030125,0.228482640173712,0.316381035928652,0.274027976078496,0.0675569631775797,0.0544994210179898,-0.48058320469865",Warrior
4133,-0.0102544735161932,"-0.25570682030925,0.367377085715492,0.228521653324378,0.173406765372985,0.530262751251243,-0.356080564014621,-0.0303616793161507,0.142748014107448,-0.296510787574854,0.174796295917226",Blow
39538,-0.40355939549492204,"-0.486924386547244,0.523135412265133,0.0437055580483087,-0.213813882431215,0.15224904517526,0.315829085500866,0.0977261217025596,0.00718945919284283,0.0116956723420953,-0.29367366723083",Contagion
64635,-0.462204052345386,"-0.769449409405332,0.336291113339223,-0.252689692195928,-0.271891030552422,0.364641280369775,0.212980953805387,0.141866964242083,0.245159787120122,0.206532598889691,-0.156511808586849",Total Recall
2046,-0.207696462245895,"0.282310809700125,-0.202779510667895,0.184649946748016,0.383486111195896,0.122456276324616,-0.448383297360297,0.134935123420841,-0.0345728606642737,-0.102899414567306,0.547663322617966",The Gift
19913,0.0875908961834702,"-0.919203796615547,0.503528271780886,0.0610796663078933,0.0946148545004788,-0.231125412948391,0.603456033759118,0.379079915351111,-0.205066057448407,0.07458611075502,0.0770792686595385",(500) Days of Summer
